,EVENT,DATE,LOCATION,BOUT,WINNER,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
2126,UFC Fight Night: Felder Vs. Dos Anjos,"November 14, 2020","Las Vegas, Nevada, USA",Alex Morono  vs  Rhys McKee,Alex Morono,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Rick Winter 27 - 30.Junichiro Kamijo 27 - 30.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/d80fd2ec736f7df2
2127,UFC Fight Night: Felder Vs. Dos Anjos,"November 14, 2020","Las Vegas, Nevada, USA",Don'Tale Mayes  vs  Roque Martinez,Don'Tale Mayes,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 27 - 30.Dave Hagen 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f6472ca263a863d1
2128,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Thiago Santos  vs  Glover Teixeira,Glover Teixeira,Light Heavyweight Bout,Submission,3,1:49,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/923e151bd990961b
2129,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Andrei Arlovski  vs  Tanner Boser,Andrei Arlovski,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/f0cf92b063735164
2130,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Raoni Barcelos  vs  Khalid Taha,Raoni Barcelos,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Dave Hagen 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/6ac3d588f9630f0a
2131,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Giga Chikadze  vs  Jamey Simmons,Giga Chikadze,Featherweight Bout,KO/TKO,1,3:51,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/0fed97329b78b887
2132,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Claudia Gadelha  vs  Yan Xiaonan,Yan Xiaonan,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/b76590c02f86e705
2133,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Trevin Giles  vs  Bevon Lewis,Trevin Giles,Middleweight Bout,KO/TKO,3,1:26,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/fea7dd5904ab4c91
2134,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Alexandr Romanov  vs  Marcos Rogerio de Lima,Alexandr Romanov,Heavyweight Bout,Submission,1,4:48,3 Rnd (5-5-5),Herb Dean,Forearm Choke From Half Guard ,http://ufcstats.com/fight-details/2267d967d1daf08a
2135,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Darren Elkins  vs  Eduardo Garagorri,Darren Elkins,Featherweight Bout,Submission,3,2:22,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/69fa167ba5d0fd82
2136,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Max Griffin  vs  Ramiz Brahimaj,Max Griffin,Welterweight Bout,KO/TKO,3,2:03,3 Rnd (5-5-5),Mark Smith,Elbow to Head In ClinchEar Injury,http://ufcstats.com/fight-details/55019da3a4bd5d54
2137,UFC Fight Night: Santos Vs. Teixeira,"November 07, 2020","Las Vegas, Nevada, USA",Gustavo Lopez  vs  Anthony Birchak,Gustavo Lopez,Bantamweight Bout,Submission,1,2:43,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/cb720b01fd6f9785
2138,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Uriah Hall  vs  Anderson Silva,Uriah Hall,Middleweight Bout,KO/TKO,4,1:24,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/039c645e8f3ac00f
2139,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Bryce Mitchell  vs  Andre Fili,Bryce Mitchell,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29.Dave Hagen 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/83955de599b2d874
2140,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Maurice Greene  vs  Greg Hardy,Greg Hardy,Heavyweight Bout,KO/TKO,2,1:12,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/d763ad79532b27ff
2141,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Kevin Holland  vs  Charlie Ontiveros,Kevin Holland,Middleweight Bout,Submission,1,2:39,3 Rnd (5-5-5),Mark Smith,InjuryVerbal submission,http://ufcstats.com/fight-details/997dcf5fd2eb0f2f
2142,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Bobby Green  vs  Thiago Moises,Thiago Moises,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Hagen 28 - 29.Sal D'amato 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/6915d46b49999f60
2143,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Chris Gruetzemacher  vs  Alexander Hernandez,Alexander Hernandez,Lightweight Bout,KO/TKO,1,1:46,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/95beb5ec32718faf
2144,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Adrian Yanez  vs  Victor Rodriguez,Adrian Yanez,Bantamweight Bout,KO/TKO,1,2:46,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/4e566bd7094b49da
2145,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Sean Strickland  vs  Jack Marshman,Sean Strickland,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Derek Cleary 27 - 30.Adalaide Byrd 27 - 30.,http://ufcstats.com/fight-details/09f5fb0bec3c948a
2146,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Cole Williams  vs  Jason Witt,Jason Witt,Welterweight Bout,Submission,2,2:09,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount ,http://ufcstats.com/fight-details/696ff200d98fa878
2147,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Dustin Jacoby  vs  Justin Ledet,Dustin Jacoby,Light Heavyweight Bout,KO/TKO,1,2:38,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/783761d95060ffc4
2148,UFC Fight Night: Hall Vs. Silva,"October 31, 2020","Las Vegas, Nevada, USA",Miles Johns  vs  Kevin Natividad,Miles Johns,Bantamweight Bout,KO/TKO,3,2:51,3 Rnd (5-5-5),Chris Tognoni,Punch to Head In Clinch ,http://ufcstats.com/fight-details/7e6f12a95c14f9de
2149,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov  vs  Justin Gaethje,Khabib Nurmagomedov,UFC Lightweight Title Bout,Submission,2,1:34,5 Rnd (5-5-5-5-5),Jason Herzog,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/59eea37af7efb06c
2150,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Robert Whittaker  vs  Jared Cannonier,Robert Whittaker,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Derek Cleary 28 - 29.Sal D'amato 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/51108eabae8391ca
2151,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Alexander Volkov  vs  Walt Harris,Alexander Volkov,Heavyweight Bout,KO/TKO,2,1:15,3 Rnd (5-5-5),Lukasz Bosacki,Kick to Body At DistanceFront Kick,http://ufcstats.com/fight-details/ccfe7b0d29c5440c
2152,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jacob Malkoun  vs  Phil Hawes,Phil Hawes,Middleweight Bout,KO/TKO,1,0:18,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/a2620cbef573a837
2153,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lauren Murphy  vs  Liliya Shakirova,Lauren Murphy,Women's Flyweight Bout,Submission,2,3:31,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke ,http://ufcstats.com/fight-details/e8ef17c0babcfca5
2154,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev  vs  Ion Cutelaba,Magomed Ankalaev,Light Heavyweight Bout,KO/TKO,1,4:19,3 Rnd (5-5-5),Anders Ohlsson,Punch to Head At Distance ,http://ufcstats.com/fight-details/eedcb6c5d163e581
2155,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Stefan Struve  vs  Tai Tuivasa,Tai Tuivasa,Heavyweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/6eaa4981d0335c8a
2156,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Nathaniel Wood  vs  Casey Kenney,Casey Kenney,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/de2069fea664c4b7
2157,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Alex Oliveira  vs  Shavkat Rakhmonov,Shavkat Rakhmonov,Welterweight Bout,Submission,1,4:40,3 Rnd (5-5-5),Lukasz Bosacki,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/5b062be91c65fb73
2158,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Da-Un Jung  vs  Sam Alvey,Draw,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Darryl Ransom 28 - 29.David Lethaby 29 - 28.Ben Cartlidge 28 - 28.,http://ufcstats.com/fight-details/55c257629ecea80f
2159,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Liana Jojua  vs  Miranda Maverick,Miranda Maverick,Women's Flyweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Cut,http://ufcstats.com/fight-details/47f9c14a7dca1ad7
2160,UFC 254: Khabib Vs. Gaethje,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Joel Alvarez  vs  Alexander Yakovlev,Joel Alvarez,Lightweight Bout,Submission,1,3:00,3 Rnd (5-5-5),Jason Herzog,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/2279d909f6e3e552
2161,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Brian Ortega  vs  Chan Sung Jung,Brian Ortega,Featherweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Lukasz Bosacki,Ben Cartlidge 45 - 50.David Lethaby 45 - 50.Clemens Werner 45 - 50.,http://ufcstats.com/fight-details/5a440bdee19efaab
2162,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Katlyn Chookagian  vs  Jessica Andrade,Jessica Andrade,Women's Flyweight Bout,KO/TKO,1,4:55,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Body At Distance ,http://ufcstats.com/fight-details/e7a915f39ecf6db0
2163,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jimmy Crute  vs  Modestas Bukauskas,Jimmy Crute,Light Heavyweight Bout,KO/TKO,1,2:01,3 Rnd (5-5-5),Anders Ohlsson,Punches to Head At Distance ,http://ufcstats.com/fight-details/948da1b7ebbb06b3
2164,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Claudio Silva  vs  James Krause,James Krause,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/4eb5f99202f5fe97
2165,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Thomas Almeida  vs  Jonathan Martinez,Jonathan Martinez,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Ben Cartlidge 27 - 30.Darryl Ransom 27 - 30.Victor Wolf 27 - 30.,http://ufcstats.com/fight-details/e4d0be5ae320c4ae
2166,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Mateusz Gamrot  vs  Guram Kutateladze,Guram Kutateladze,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Darryl Ransom 28 - 29.David Lethaby 29 - 28.Victor Wolf 28 - 29.,http://ufcstats.com/fight-details/e5279358b128c2ac
2167,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Gillian Robertson  vs  Poliana Botelho,Gillian Robertson,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Victor Wolf 28 - 29.Clemens Werner 27 - 29.Ben Cartlidge 27 - 29.,http://ufcstats.com/fight-details/9b6135943a4c8fe7
2168,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Junyong Park  vs  John Phillips,Junyong Park,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 25 - 30.David Lethaby 25 - 30.Victor Wolf 25 - 30.,http://ufcstats.com/fight-details/50e0bcba7551a25f
2169,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jamie Mullarkey  vs  Fares Ziam,Fares Ziam,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 28 - 29.Darryl Ransom 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/2735a2ea77ddc0b5
2170,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Gadzhimurad Antigulov  vs  Maxim Grishin,Maxim Grishin,Light Heavyweight Bout,KO/TKO,2,4:58,3 Rnd (5-5-5),Anders Ohlsson,Punches to Head At Distance ,http://ufcstats.com/fight-details/b3e12698e65cf8d0
2171,UFC Fight Night: Ortega Vs. The Korean Zombie,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Said Nurmagomedov  vs  Mark Striegl,Said Nurmagomedov,Bantamweight Bout,KO/TKO,1,0:51,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground ,http://ufcstats.com/fight-details/024a04f78b37b7d9
2172,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marlon Moraes  vs  Cory Sandhagen,Cory Sandhagen,Bantamweight Bout,KO/TKO,2,1:03,5 Rnd (5-5-5-5-5),Marc Goddard,Kick to Head At DistanceWheel Kick,http://ufcstats.com/fight-details/727ecd251325b6a8
2173,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Edson Barboza  vs  Makwan Amirkhani,Edson Barboza,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Darryl Ransom 26 - 30.Vito Paolillo 27 - 30.Victor Wolf 28 - 29.,http://ufcstats.com/fight-details/db5802643b9fd7d4
2174,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ben Rothwell  vs  Marcin Tybura,Marcin Tybura,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 29.Anders Ohlsson 27 - 29.Victor Wolf 27 - 29.,http://ufcstats.com/fight-details/1720a97a2fa261f8
2175,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Markus Perez  vs  Dricus Du Plessis,Dricus Du Plessis,Middleweight Bout,KO/TKO,1,3:22,3 Rnd (5-5-5),Kevin Sataki,Punch to Head At Distance ,http://ufcstats.com/fight-details/e64075c104471ff0
2176,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tom Aspinall  vs  Alan Baudot,Tom Aspinall,Heavyweight Bout,KO/TKO,1,1:35,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head From Mount ,http://ufcstats.com/fight-details/e4d831dc318e4e98
2177,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Youssef Zalal  vs  Ilia Topuria,Ilia Topuria,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Mike Bell 28 - 29.Anders Ohlsson 28 - 29.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/22fe6779c3fa649d
2178,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tom Breese  vs  KB Bhullar,Tom Breese,Middleweight Bout,KO/TKO,1,1:42,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance ,http://ufcstats.com/fight-details/7c4eb0b4845eb0ed
2179,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Chris Daukaus  vs  Rodrigo Nascimento,Chris Daukaus,Heavyweight Bout,KO/TKO,1,0:45,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/1e525f9857019a2e
2180,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Impa Kasanganay  vs  Joaquin Buckley,Joaquin Buckley,Middleweight Bout,KO/TKO,2,2:03,3 Rnd (5-5-5),Kevin Sataki,Spinning Back Kick Head ,http://ufcstats.com/fight-details/ee57cbd0b68c689d
2181,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ali AlQaisi  vs  Tony Kelley,Tony Kelley,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Darryl Ransom 27 - 30.Anders Ohlsson 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/dfb856d4c80bbf04
2182,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Giga Chikadze  vs  Omar Morales,Giga Chikadze,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30.Vito Paolillo 27 - 30.Victor Wolf 27 - 30.,http://ufcstats.com/fight-details/89dd4c256ca5d317
2183,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tracy Cortez  vs  Stephanie Egger,Tracy Cortez,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Vito Paolillo 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/849cc2c331e9b24f
2184,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bruno Silva  vs  Tagir Ulanbekov,Tagir Ulanbekov,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Anders Ohlsson 27 - 30.Mike Bell 28 - 29.Victor Wolf 28 - 29.,http://ufcstats.com/fight-details/dbb5d682a2d7f584
2185,UFC Fight Night: Moraes Vs. Sandhagen,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bruno Silva  vs  Tagir Ulanbekov,Tagir Ulanbekov,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Anders Ohlsson 27 - 30.Mike Bell 28 - 29.Victor Wolf 28 - 29.,http://ufcstats.com/fight-details/dbb5d682a2d7f584
2186,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Holly Holm  vs  Irene Aldana,Holly Holm,Women's Bantamweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 44 - 50.Dave Tirelli 45 - 50.Clemens Werner 45 - 50.,http://ufcstats.com/fight-details/0005e00b07cee542
2187,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Yorgan De Castro  vs  Carlos Felipe,Carlos Felipe,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Lukasz Bosacki 27 - 30.Anders Ohlsson 27 - 30.Ahmed Korchi 28 - 29.,http://ufcstats.com/fight-details/ba6093c9136f99e9
2188,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Germaine de Randamie  vs  Julianna Pena,Germaine de Randamie,Women's Bantamweight Bout,Submission,3,3:25,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke In Clinch ,http://ufcstats.com/fight-details/81b16b26774be5d1
2189,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Kyler Phillips  vs  Cameron Else,Kyler Phillips,Bantamweight Bout,KO/TKO,2,0:44,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Back Control ,http://ufcstats.com/fight-details/c00a8682fb5b71bd
2190,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Dequan Townsend  vs  Dusko Todorovic,Dusko Todorovic,Middleweight Bout,KO/TKO,2,3:15,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Mount ,http://ufcstats.com/fight-details/1e7caef3f6dfde10
2191,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Carlos Condit  vs  Court McGee,Carlos Condit,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Anders Ohlsson 27 - 30.Dave Tirelli 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/24ff0bb908095565
2192,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Charles Jourdain  vs  Josh Culibao,Draw,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ahmed Korchi 27 - 30.Lukasz Bosacki 29 - 28.Mike Bell 28 - 28.,http://ufcstats.com/fight-details/f4e262b04f4e94bd
2193,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jordan Williams  vs  Nassourdine Imavov,Nassourdine Imavov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Ahmed Korchi 27 - 29.Dave Tirelli 27 - 29.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/15a422574c3b89e1
2194,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Loma Lookboonmee  vs  Jinh Yu Frey,Loma Lookboonmee,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30.Lukasz Bosacki 27 - 30.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/87105c63df95f929
2195,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Casey Kenney  vs   Alatengheili,Casey Kenney,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Lukasz Bosacki 25 - 30.Clemens Werner 26 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/ac6b2a5f24c2b8bd
2196,UFC Fight Night: Holm Vs. Aldana,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Luigi Vendramini  vs  Jessin Ayari,Luigi Vendramini,Lightweight Bout,KO/TKO,1,1:12,3 Rnd (5-5-5),Jason Herzog,Kick to Head At Distance ,http://ufcstats.com/fight-details/d866afa89d62a4ae
